date,symbol,open,high,low,close,volume
2024-01-02,AWL,369.05,370.7,361.0,366.6,1767457
2024-01-03,AWL,382.0,397.8,376.35,380.95,18543241
2024-01-04,AWL,386.95,389.4,381.0,381.6,2615581
2024-01-05,AWL,383.4,383.65,376.0,377.7,2316000
2024-01-08,AWL,378.0,378.7,368.6,370.45,1884609
2024-01-09,AWL,373.0,378.4,371.0,372.15,1624709
2024-01-10,AWL,373.0,374.1,367.5,369.65,1539317
2024-01-11,AWL,371.0,372.75,368.5,369.35,950598
2024-01-12,AWL,371.0,371.2,367.0,367.6,1233417
2024-01-15,AWL,367.6,367.6,367.6,367.6,0
2024-01-16,AWL,363.45,364.0,358.1,360.5,1157077
2024-01-17,AWL,355.0,358.5,353.2,355.85,1282462
2024-01-18,AWL,355.0,363.45,348.55,356.6,1383535
2024-01-19,AWL,357.85,360.15,354.0,354.7,812083
2024-01-23,AWL,366.8,368.0,351.0,351.7,1641849
2024-01-24,AWL,353.0,354.4,346.55,349.7,1215375
2024-01-25,AWL,351.5,355.0,350.1,351.0,1018148
2024-01-29,AWL,352.95,364.25,351.9,360.65,2266795
2024-01-30,AWL,363.0,363.65,356.0,357.1,1326663
2024-02-01,AWL,355.2,358.55,350.0,350.85,1752886
2024-02-02,AWL,354.7,359.05,350.0,350.3,1532480
2024-02-05,AWL,354.95,354.95,342.4,343.35,1834038
2024-02-06,AWL,346.75,351.0,340.7,343.2,1257367
2024-02-07,AWL,344.9,358.0,344.05,355.05,3522792
2024-02-08,AWL,357.0,357.45,347.95,348.65,1287732
2024-02-09,AWL,349.0,354.4,342.35,344.95,1199105
2024-02-12,AWL,346.9,348.4,337.0,338.4,1142901
2024-02-13,AWL,340.0,340.0,328.8,333.8,963337
2024-02-14,AWL,332.0,341.15,330.45,337.85,1019035
2024-02-15,AWL,340.8,344.0,336.0,337.05,861690
2024-02-16,AWL,339.0,353.0,336.65,346.5,2547871
2024-02-19,AWL,348.0,374.75,347.85,366.45,8004738
2024-02-20,AWL,369.35,378.95,361.8,369.7,5721766
2024-02-21,AWL,370.7,373.0,356.35,360.6,2925334
2024-02-22,AWL,363.35,363.4,355.6,360.65,1330394
2024-02-23,AWL,362.1,393.7,362.05,389.95,22868786
2024-02-26,AWL,391.0,408.95,386.1,398.7,17113132
2024-02-27,AWL,400.8,403.7,386.0,387.85,5944017
2024-02-28,AWL,388.7,398.7,380.0,381.55,6361852
2024-03-01,AWL,385.0,388.7,378.0,381.15,2306169
2024-03-04,AWL,388.5,388.8,372.0,375.3,2068156
2024-03-05,AWL,375.85,378.4,365.0,366.0,2098762
2024-03-06,AWL,366.6,372.3,356.3,361.35,2233595
2024-03-07,AWL,363.35,367.75,361.05,362.45,1118321
2024-03-11,AWL,364.0,364.25,352.0,352.85,1539837
2024-03-12,AWL,354.0,358.9,343.8,347.1,2473806
2024-03-13,AWL,348.9,353.7,325.35,332.55,3833297
2024-03-14,AWL,333.0,350.0,324.85,347.45,2508962
2024-03-15,AWL,348.5,355.8,341.5,344.15,2180481
2024-03-18,AWL,338.05,341.5,334.2,337.35,1526899
2024-03-19,AWL,338.8,344.65,334.1,335.3,1444260
2024-03-20,AWL,337.05,339.5,330.0,330.95,1373270
2024-03-21,AWL,334.45,337.5,332.5,333.7,1222130
2024-03-22,AWL,335.0,338.05,334.05,335.7,1503391
2024-03-26,AWL,336.0,341.6,330.5,331.25,2004044
2024-03-27,AWL,333.0,335.4,321.65,323.5,3554876
2024-03-28,AWL,327.0,330.95,320.1,321.4,2237150
2024-04-01,AWL,328.0,342.0,326.15,340.2,3007473
2024-04-02,AWL,341.05,362.5,337.25,354.15,6117873
2024-04-03,AWL,352.95,360.7,351.15,353.7,2381515
2024-04-04,AWL,356.4,358.8,352.05,354.5,1654777
2024-04-05,AWL,354.0,355.25,350.25,352.2,1269063
2024-04-08,AWL,363.0,366.7,354.6,356.4,2576180
2024-04-09,AWL,357.95,358.5,351.55,352.2,921028
2024-04-10,AWL,352.9,354.4,348.65,350.65,897962
2024-04-12,AWL,348.85,351.0,344.1,345.05,1196013
2024-04-15,AWL,335.95,341.95,331.25,336.3,1360743
2024-04-16,AWL,332.0,339.85,332.0,336.2,874725
2024-04-18,AWL,339.3,342.7,334.85,336.1,989250
2024-04-19,AWL,332.8,336.95,330.1,335.4,847877
2024-04-22,AWL,340.0,341.25,337.1,338.7,795858
2024-04-23,AWL,340.0,349.1,339.5,342.1,1431610
2024-04-24,AWL,343.95,345.0,342.45,343.65,742111
2024-04-25,AWL,342.0,343.85,340.55,342.25,728211
2024-04-26,AWL,343.95,347.0,342.35,342.85,774168
2024-04-29,AWL,344.7,348.45,342.7,343.15,935698
2024-05-02,AWL,361.0,361.3,350.7,351.45,2632127
2024-05-03,AWL,348.0,351.9,342.6,344.25,1392909
2024-05-06,AWL,344.0,345.0,336.0,337.8,1045201
2024-05-07,AWL,338.0,346.2,335.5,338.0,1542634
2024-05-08,AWL,338.0,340.95,335.55,337.0,750561
2024-05-09,AWL,338.0,341.6,330.0,330.9,1122343
2024-05-10,AWL,333.0,334.95,327.3,332.35,663071
2024-05-13,AWL,334.1,334.9,327.5,330.9,827737
2024-05-14,AWL,334.7,342.45,332.0,338.55,1752983
2024-05-15,AWL,341.0,343.8,333.3,334.8,1197943
2024-05-16,AWL,337.95,338.5,334.0,334.95,723290
2024-05-17,AWL,336.4,339.7,335.0,336.45,800719
2024-05-21,AWL,337.6,351.0,335.05,343.9,2818680
2024-05-22,AWL,346.85,348.0,339.35,340.35,1386775
2024-05-23,AWL,342.4,353.9,338.4,346.55,3270416
2024-05-24,AWL,346.5,353.5,343.65,345.05,2621886
2024-05-27,AWL,346.35,347.6,340.5,341.1,1546857
2024-05-28,AWL,341.1,342.9,337.0,338.25,1100792
2024-05-29,AWL,340.05,347.85,338.3,344.4,2113385
2024-05-30,AWL,344.05,352.7,343.05,344.5,2499768
2024-06-03,AWL,381.95,383.95,364.1,368.25,10215851
2024-06-04,AWL,369.0,369.0,331.45,331.45,7245279
2024-06-05,AWL,335.0,338.8,316.0,334.2,3686678
2024-06-06,AWL,342.0,348.15,337.0,343.45,3458914
2024-06-07,AWL,340.05,346.9,340.05,345.0,1758072
2024-06-10,AWL,347.85,351.0,344.85,345.5,2083460
2024-06-11,AWL,347.5,347.95,343.3,343.9,1004598
2024-06-12,AWL,344.95,346.9,344.05,344.45,955655
2024-06-13,AWL,346.45,348.7,344.0,344.3,1031957
2024-06-14,AWL,345.9,348.7,343.0,344.4,1071246
2024-06-18,AWL,344.55,346.7,340.9,341.55,1467029
2024-06-19,AWL,342.5,343.0,335.75,337.1,1210968
2024-06-20,AWL,339.0,343.05,337.25,340.15,942532
2024-06-21,AWL,340.95,341.9,337.25,338.55,1022030
2024-06-24,AWL,337.95,340.3,336.0,336.65,920363
2024-06-25,AWL,337.8,338.85,335.0,335.2,809296
2024-06-26,AWL,336.0,337.9,334.4,334.9,830867
2024-06-27,AWL,337.0,337.8,331.1,333.65,995756
2024-06-28,AWL,335.0,335.7,331.05,332.1,851711
2024-07-01,AWL,333.15,334.95,331.15,332.6,911492
2024-07-02,AWL,334.9,343.6,333.5,335.75,2169382
2024-07-03,AWL,337.05,338.85,335.0,335.65,828736
2024-07-04,AWL,336.05,337.7,333.5,333.9,896649
2024-07-05,AWL,334.5,335.2,332.0,332.9,1170818
2024-07-08,AWL,344.95,347.0,338.1,339.3,2850289
2024-07-09,AWL,340.9,345.85,336.8,338.3,1816798
2024-07-10,AWL,338.5,339.9,332.5,335.0,992976
2024-07-11,AWL,336.65,336.95,333.8,334.2,752675
2024-07-12,AWL,340.0,343.0,334.0,335.75,1894394
2024-07-15,AWL,336.4,337.4,333.3,333.95,1241569
2024-07-16,AWL,334.9,336.6,329.4,330.75,2168694
2024-07-18,AWL,330.75,331.3,323.1,324.25,2079538
2024-07-19,AWL,325.0,326.7,319.0,319.95,1133458
2024-07-22,AWL,318.0,326.8,315.5,323.9,1114641
2024-07-23,AWL,325.05,331.45,316.8,322.35,1651906
2024-07-24,AWL,324.65,328.4,323.3,325.2,983727
2024-07-25,AWL,323.4,329.8,322.15,323.35,1082813
2024-07-26,AWL,325.45,333.9,324.0,325.15,2465354
2024-07-29,AWL,328.0,349.7,327.1,344.6,14356770
2024-07-30,AWL,347.8,354.6,347.15,352.3,8155099
2024-08-01,AWL,349.9,357.7,342.5,348.35,7025096
2024-08-02,AWL,344.0,383.15,343.2,383.15,26955054
2024-08-05,AWL,369.0,399.0,362.5,382.35,34428978
2024-08-06,AWL,394.0,402.0,360.35,364.4,12339179
2024-08-07,AWL,374.9,391.45,367.15,387.15,9614242
2024-08-08,AWL,387.1,403.95,382.05,387.5,14683067
2024-08-09,AWL,393.4,395.95,383.0,385.15,4656937
2024-08-12,AWL,375.0,378.85,360.0,369.1,12993594
2024-08-13,AWL,373.0,376.9,358.2,360.4,4596839
2024-08-14,AWL,362.0,362.2,351.25,352.3,3362861
2024-08-16,AWL,356.8,365.25,352.8,363.3,3905895
2024-08-19,AWL,365.0,369.0,358.55,359.8,2445290
2024-08-20,AWL,362.0,363.75,357.05,357.8,1599189
2024-08-21,AWL,361.4,393.55,359.8,393.55,13224588
2024-08-22,AWL,401.35,401.9,378.5,380.5,9587023
2024-08-23,AWL,382.1,389.0,374.9,376.95,4143715
2024-08-26,AWL,378.0,385.5,376.0,378.45,2847370
2024-08-27,AWL,379.45,383.95,373.0,373.95,2710949
2024-08-28,AWL,375.0,377.85,366.0,367.15,3403542
2024-08-29,AWL,367.7,370.3,361.9,363.65,2126465
2024-08-30,AWL,365.0,369.0,361.0,362.0,1706883
2024-09-02,AWL,363.0,380.3,362.1,376.3,6193965
2024-09-03,AWL,377.05,378.8,368.5,369.65,2154336
2024-09-04,AWL,365.1,376.8,365.1,372.95,2872489
2024-09-05,AWL,375.5,376.7,365.55,366.5,1809572
2024-09-06,AWL,366.5,369.3,361.0,362.6,1792270
2024-09-09,AWL,362.0,363.45,355.4,360.45,1724586
2024-09-10,AWL,362.0,366.5,361.15,361.8,1195332
2024-09-11,AWL,362.0,365.05,356.05,357.2,1311768
2024-09-12,AWL,359.45,363.4,357.0,362.05,1529924
2024-09-13,AWL,363.0,369.85,354.5,360.4,1950041
2022-01-03,RTNPOWER,7.94,7.96,7.25,7.96,30054070
2022-01-04,RTNPOWER,8.1,8.19,7.57,7.57,10885690
2022-01-05,RTNPOWER,7.2,7.2,7.2,7.2,1101375
2022-01-06,RTNPOWER,6.84,7.56,6.84,7.56,23573110
2022-01-07,RTNPOWER,7.79,7.93,7.2,7.79,16982670
2022-01-10,RTNPOWER,7.96,8.17,7.79,8.17,11119800
2022-01-11,RTNPOWER,8.55,8.57,8.17,8.57,15646150
2022-01-12,RTNPOWER,8.88,8.88,8.15,8.15,7522031
2022-01-13,RTNPOWER,7.75,8.0,7.75,7.75,3009090
2022-01-14,RTNPOWER,7.4,8.13,7.37,8.11,13156170
2022-01-17,RTNPOWER,8.11,8.29,7.71,7.81,8049916
2022-01-18,RTNPOWER,7.85,8.0,7.42,7.42,7186174
2022-01-19,RTNPOWER,7.16,7.41,7.05,7.16,4672557
2022-01-20,RTNPOWER,7.05,7.51,6.92,7.51,1846860
2022-01-21,RTNPOWER,7.75,7.86,7.3,7.49,6278384
2022-01-24,RTNPOWER,7.79,7.8,7.12,7.12,4220771
2022-01-25,RTNPOWER,6.85,7.29,6.77,7.08,3069789
2022-01-27,RTNPOWER,7.2,7.2,6.81,7.16,3323964
2022-01-28,RTNPOWER,7.3,7.51,7.02,7.48,6753807
2022-02-01,RTNPOWER,7.0,7.19,6.76,6.82,3789751
2022-02-02,RTNPOWER,6.7,7.14,6.6,6.93,3080859
2022-02-03,RTNPOWER,7.04,7.27,6.9,7.27,2463331
2022-02-04,RTNPOWER,7.43,7.44,6.92,7.02,3203585
2022-02-07,RTNPOWER,7.1,7.1,6.68,6.72,3039573
2022-02-08,RTNPOWER,6.7,6.85,6.4,6.49,2951098
2022-02-09,RTNPOWER,6.49,6.7,6.17,6.22,2511266
2022-02-10,RTNPOWER,6.0,6.53,5.92,6.53,3876952
2022-02-11,RTNPOWER,6.55,6.65,6.25,6.31,1823687
2022-02-15,RTNPOWER,5.75,6.19,5.7,6.12,2964786
2022-02-16,RTNPOWER,6.12,6.29,6.01,6.07,1045567
2022-02-17,RTNPOWER,6.2,6.2,5.9,5.99,1646890
2022-02-18,RTNPOWER,5.76,5.95,5.71,5.76,1498912
2022-02-21,RTNPOWER,5.57,5.81,5.48,5.48,2412715
2022-02-22,RTNPOWER,5.21,5.38,5.21,5.21,2016998
2022-02-23,RTNPOWER,5.02,5.47,5.02,5.47,747446
2022-02-24,RTNPOWER,5.4,5.4,5.2,5.2,1099216
2022-02-25,RTNPOWER,5.06,5.4,5.06,5.2,1362728
2022-03-02,RTNPOWER,5.4,5.67,5.27,5.41,2429949
2022-03-03,RTNPOWER,5.5,5.68,5.45,5.57,2071823
2022-03-04,RTNPOWER,5.62,5.7,5.4,5.43,775767
2022-03-07,RTNPOWER,5.46,5.46,5.16,5.16,3067120
2022-03-08,RTNPOWER,5.2,5.32,4.98,5.08,1986100
2022-03-09,RTNPOWER,5.25,5.33,5.15,5.33,457182
2022-03-10,RTNPOWER,5.58,5.59,5.5,5.59,410934
2022-03-11,RTNPOWER,5.78,5.86,5.5,5.85,1680720
2022-03-14,RTNPOWER,5.99,6.14,5.9,6.14,2678727
2022-03-15,RTNPOWER,6.28,6.44,5.84,5.86,2781453
2022-03-16,RTNPOWER,5.85,6.08,5.81,5.87,1250646
2022-03-17,RTNPOWER,6.0,6.15,5.85,5.93,1451242
2022-03-21,RTNPOWER,6.1,6.1,5.7,5.73,1329598
2022-03-22,RTNPOWER,5.65,5.9,5.56,5.6,742453
2022-03-23,RTNPOWER,5.79,5.8,5.4,5.45,1780772
2022-03-24,RTNPOWER,5.27,5.72,5.27,5.72,1430596
2022-03-25,RTNPOWER,5.8,5.95,5.56,5.85,3483778
2022-03-28,RTNPOWER,5.9,6.09,5.57,5.96,10899520
2022-03-29,RTNPOWER,5.8,5.99,5.67,5.67,98642900
2022-03-30,RTNPOWER,5.67,5.74,5.55,5.61,2319349
2022-04-01,RTNPOWER,5.33,5.59,5.26,5.59,1425967
2022-04-04,RTNPOWER,5.79,5.86,5.64,5.83,3894582
2022-04-05,RTNPOWER,5.93,6.12,5.65,6.1,11727890
2022-04-06,RTNPOWER,6.14,6.4,6.01,6.4,7236727
2022-04-07,RTNPOWER,6.64,6.65,6.08,6.16,10135840
2022-04-08,RTNPOWER,6.2,6.43,6.1,6.19,4165789
2022-04-11,RTNPOWER,6.34,6.4,5.97,6.03,3728334
2022-04-12,RTNPOWER,5.99,6.02,5.76,5.89,3991566
2022-04-13,RTNPOWER,5.98,6.18,5.9,6.11,15941000
2022-04-18,RTNPOWER,5.96,6.05,5.83,5.87,5682904
2022-04-19,RTNPOWER,5.88,6.15,5.75,5.81,5869544
2022-04-20,RTNPOWER,5.93,5.99,5.77,5.85,2267475
2022-04-21,RTNPOWER,5.95,5.95,5.8,5.82,1534702
2022-04-22,RTNPOWER,5.8,5.89,5.73,5.77,3433256
2022-04-25,RTNPOWER,5.74,5.74,5.52,5.6,3158244
2022-04-26,RTNPOWER,5.62,5.75,5.51,5.57,1802794
2022-04-27,RTNPOWER,5.45,5.57,5.32,5.36,3056273
2022-04-28,RTNPOWER,5.38,5.4,5.16,5.18,3592541
2022-04-29,RTNPOWER,5.19,5.43,5.19,5.41,6050626
2022-05-04,RTNPOWER,5.24,5.39,5.0,5.08,3578501
2022-05-05,RTNPOWER,5.1,5.29,5.04,5.06,3592818
2022-05-06,RTNPOWER,4.92,4.99,4.81,4.81,3644901
2022-05-09,RTNPOWER,4.75,4.75,4.6,4.68,3804591
2022-05-10,RTNPOWER,4.68,4.85,4.65,4.75,2941508
2022-05-11,RTNPOWER,4.75,4.83,4.52,4.54,3597901
2022-05-12,RTNPOWER,4.45,4.46,4.32,4.33,1806575
2022-05-13,RTNPOWER,4.53,4.54,4.4,4.53,5432722
2022-05-16,RTNPOWER,4.65,4.75,4.5,4.59,5318106
2022-05-17,RTNPOWER,4.55,4.61,4.37,4.41,6489647
2022-05-18,RTNPOWER,4.38,4.58,4.27,4.39,8261764
2022-05-19,RTNPOWER,4.32,4.34,4.18,4.18,3962913
2022-05-20,RTNPOWER,4.28,4.38,3.98,4.09,10305480
2022-05-23,RTNPOWER,4.05,4.15,4.01,4.04,3398272
2022-05-24,RTNPOWER,4.05,4.1,3.98,4.04,1854525
2022-05-25,RTNPOWER,4.07,4.07,3.84,3.84,5632004
2022-05-26,RTNPOWER,3.8,3.99,3.65,3.88,8133336
2022-05-27,RTNPOWER,3.91,3.98,3.82,3.9,3360249
2022-05-30,RTNPOWER,3.99,4.09,3.93,4.07,8323893
2022-06-01,RTNPOWER,4.0,4.21,3.94,4.19,12920370
2022-06-02,RTNPOWER,4.28,4.39,4.23,4.39,10564670
2022-06-03,RTNPOWER,4.54,4.6,4.18,4.18,16257380
2022-06-06,RTNPOWER,4.17,4.17,3.98,3.99,5554129
2022-06-07,RTNPOWER,3.96,4.02,3.86,3.93,4200988
2022-06-08,RTNPOWER,3.93,3.96,3.85,3.89,2364069
2022-06-09,RTNPOWER,3.95,4.05,3.84,3.98,6558201
2022-06-10,RTNPOWER,3.93,3.93,3.86,3.88,2406893
2022-06-13,RTNPOWER,3.74,3.81,3.69,3.69,9114035
2022-06-14,RTNPOWER,3.69,3.84,3.61,3.74,6525582
2022-06-15,RTNPOWER,3.75,3.89,3.7,3.71,2120691
2022-06-16,RTNPOWER,3.8,3.85,3.53,3.55,7214199
2022-06-17,RTNPOWER,3.58,3.58,3.44,3.49,3887157
2022-06-20,RTNPOWER,3.49,3.56,3.33,3.35,3485014
2022-06-21,RTNPOWER,3.36,3.44,3.36,3.39,3611720
2022-06-22,RTNPOWER,3.44,3.45,3.24,3.25,5109731
2022-06-23,RTNPOWER,3.3,3.34,3.21,3.23,6483638
2022-06-24,RTNPOWER,3.3,3.38,3.22,3.29,5408030
2022-06-27,RTNPOWER,3.39,3.45,3.34,3.44,3949426
2022-06-28,RTNPOWER,3.52,3.54,3.28,3.31,3721792
2022-06-29,RTNPOWER,3.22,3.39,3.22,3.37,3666716
2022-07-01,RTNPOWER,3.39,3.41,3.23,3.28,5214679
2022-07-04,RTNPOWER,3.32,3.4,3.27,3.38,2575040
2022-07-05,RTNPOWER,3.4,3.41,3.34,3.37,1621012
2022-07-06,RTNPOWER,3.39,3.39,3.31,3.34,1767428
2022-07-07,RTNPOWER,3.37,3.47,3.36,3.43,2024726
2022-07-08,RTNPOWER,3.5,3.6,3.46,3.6,7358885
2022-07-11,RTNPOWER,3.55,3.78,3.55,3.78,4098262
2022-07-12,RTNPOWER,3.94,3.96,3.85,3.96,6772831
2022-07-13,RTNPOWER,4.15,4.15,3.77,3.86,16326000
2022-07-14,RTNPOWER,3.86,3.9,3.67,3.68,7466279
2022-07-15,RTNPOWER,3.65,3.74,3.65,3.68,2573491
2022-07-18,RTNPOWER,3.7,3.86,3.7,3.86,3666500
2022-07-19,RTNPOWER,3.96,4.05,3.91,4.03,11276330
2022-07-20,RTNPOWER,4.17,4.23,3.9,3.92,11198640
2022-07-21,RTNPOWER,3.93,3.94,3.9,3.92,3000056
2022-07-22,RTNPOWER,3.92,3.98,3.87,3.93,3215016
2022-07-25,RTNPOWER,3.94,3.95,3.75,3.87,3125535
2022-07-26,RTNPOWER,3.87,3.9,3.74,3.76,3587648
2022-07-27,RTNPOWER,3.76,3.84,3.7,3.81,3309312
2022-07-28,RTNPOWER,3.82,4.0,3.69,3.73,13707450
2022-07-29,RTNPOWER,3.8,3.91,3.79,3.9,3274658
2022-08-01,RTNPOWER,3.97,4.05,3.86,3.99,12604790
2022-08-02,RTNPOWER,3.94,3.95,3.85,3.92,4719642
2022-08-03,RTNPOWER,3.94,3.94,3.75,3.8,6133517
2022-08-04,RTNPOWER,3.8,3.84,3.71,3.79,4700975
2022-08-05,RTNPOWER,3.8,3.97,3.77,3.97,12938310
2022-08-08,RTNPOWER,4.0,4.0,3.8,3.82,5663387
2022-08-10,RTNPOWER,3.84,3.85,3.73,3.77,3552200
2022-08-11,RTNPOWER,3.81,3.85,3.75,3.83,2615519
2022-08-12,RTNPOWER,3.84,3.93,3.78,3.83,3093984
2022-08-16,RTNPOWER,3.85,3.89,3.8,3.82,4082281
2022-08-17,RTNPOWER,3.82,4.01,3.8,3.98,9829716
2022-08-18,RTNPOWER,3.98,4.14,3.9,4.03,13724820
2022-08-19,RTNPOWER,4.08,4.08,3.88,3.96,7189012
2022-08-22,RTNPOWER,3.92,4.06,3.85,3.94,8786963
2022-08-23,RTNPOWER,3.9,3.99,3.9,3.96,3109309
2022-08-24,RTNPOWER,3.96,4.15,3.96,4.06,12543150
2022-08-25,RTNPOWER,4.04,4.08,3.96,4.0,4613072
2022-08-26,RTNPOWER,4.0,4.16,3.97,4.04,5919496
2022-08-29,RTNPOWER,3.92,3.99,3.91,3.94,2778438
2022-08-30,RTNPOWER,3.94,4.02,3.94,3.97,6675968
2022-09-01,RTNPOWER,3.93,4.16,3.93,4.16,23515900
2022-09-02,RTNPOWER,4.36,4.36,4.36,4.36,5762829
2022-09-05,RTNPOWER,4.57,4.57,4.2,4.57,34887710
2022-09-06,RTNPOWER,4.75,4.79,4.42,4.71,29552320
2022-09-07,RTNPOWER,4.59,4.94,4.56,4.94,11971690
2022-09-08,RTNPOWER,5.18,5.18,5.18,5.18,5558487
2022-09-09,RTNPOWER,5.43,5.43,5.0,5.14,24452850
2022-09-12,RTNPOWER,5.15,5.39,5.15,5.39,8701367
2022-09-13,RTNPOWER,5.59,5.65,5.33,5.55,11284940
2022-09-14,RTNPOWER,5.43,5.43,5.28,5.28,8934573
2022-09-15,RTNPOWER,5.15,5.22,5.02,5.02,7042315
2022-09-16,RTNPOWER,4.91,5.2,4.77,4.99,22731610
2022-09-19,RTNPOWER,4.93,5.06,4.75,4.75,6724302
2022-09-20,RTNPOWER,4.75,4.98,4.52,4.59,9037806
2022-09-21,RTNPOWER,4.56,4.68,4.43,4.47,4654175
2022-09-22,RTNPOWER,4.45,4.69,4.42,4.69,1991243
2022-09-23,RTNPOWER,4.8,4.9,4.5,4.57,6926654
2022-09-26,RTNPOWER,4.54,4.54,4.35,4.35,6928101
2022-09-27,RTNPOWER,4.3,4.4,4.21,4.28,3685335
2022-09-28,RTNPOWER,4.24,4.49,4.2,4.31,15288110
2022-09-29,RTNPOWER,4.35,4.41,4.21,4.28,3351106
2022-10-03,RTNPOWER,4.27,4.44,4.27,4.34,3306692
2022-10-04,RTNPOWER,4.38,4.45,4.31,4.33,3271950
2022-10-06,RTNPOWER,4.34,4.44,4.3,4.4,3546859
2022-10-07,RTNPOWER,4.37,4.62,4.37,4.62,5122021
2022-10-10,RTNPOWER,4.7,4.85,4.57,4.85,13162880
2022-10-11,RTNPOWER,4.85,5.0,4.61,4.61,7617464
2022-10-12,RTNPOWER,4.54,4.65,4.39,4.46,8180821
2022-10-13,RTNPOWER,4.41,4.48,4.33,4.41,2771134
2022-10-14,RTNPOWER,4.48,4.54,4.41,4.43,2748269
2022-10-17,RTNPOWER,4.35,4.49,4.35,4.41,2778445
2022-10-18,RTNPOWER,4.4,4.49,4.37,4.39,3490069
2022-10-19,RTNPOWER,4.39,4.45,4.2,4.21,3949350
2022-10-20,RTNPOWER,4.17,4.26,4.05,4.14,6799972
2022-10-21,RTNPOWER,4.15,4.31,4.15,4.21,2630556
2022-10-24,RTNPOWER,4.25,4.29,4.16,4.22,1388673
2022-10-25,RTNPOWER,4.26,4.43,4.19,4.33,4392292
2022-10-27,RTNPOWER,4.4,4.4,4.25,4.29,1490479
2022-10-28,RTNPOWER,4.27,4.3,4.19,4.22,1801566
2022-11-01,RTNPOWER,4.19,4.23,4.17,4.2,1613436
2022-11-02,RTNPOWER,4.2,4.23,4.06,4.11,3497593
2022-11-03,RTNPOWER,4.1,4.2,4.07,4.11,2890230
2022-11-04,RTNPOWER,4.07,4.18,4.07,4.11,4664323
2022-11-07,RTNPOWER,4.12,4.31,4.12,4.31,12014450
2022-11-09,RTNPOWER,4.33,4.37,4.21,4.23,4026260
2022-11-10,RTNPOWER,4.22,4.26,4.11,4.15,3008366
2022-11-11,RTNPOWER,4.21,4.24,4.15,4.18,2553354
2022-11-14,RTNPOWER,4.18,4.24,4.14,4.16,2383026
2022-11-15,RTNPOWER,4.16,4.24,4.12,4.13,3100763
2022-11-16,RTNPOWER,4.14,4.25,4.11,4.13,3395925
2022-11-17,RTNPOWER,4.12,4.15,4.06,4.09,2009732
2022-11-18,RTNPOWER,4.09,4.1,4.01,4.06,2795552
2022-11-21,RTNPOWER,4.02,4.1,4.0,4.06,2147590
2022-11-22,RTNPOWER,4.06,4.2,4.05,4.17,3138231
2022-11-23,RTNPOWER,4.21,4.22,4.13,4.15,2344838
2022-11-24,RTNPOWER,4.14,4.18,4.1,4.11,2116959
2022-11-25,RTNPOWER,4.14,4.26,4.13,4.17,4010820
2022-11-28,RTNPOWER,4.17,4.26,4.15,4.19,4366807
2022-11-29,RTNPOWER,4.17,4.3,4.16,4.18,3340277
2022-12-01,RTNPOWER,4.16,4.35,4.16,4.3,8336026
2022-12-02,RTNPOWER,4.26,4.46,4.17,4.43,6314829
2022-12-05,RTNPOWER,4.46,4.5,4.32,4.33,3071027
2022-12-06,RTNPOWER,4.31,4.47,4.27,4.38,3454425
2022-12-07,RTNPOWER,4.35,4.44,4.22,4.23,3573578
2022-12-08,RTNPOWER,4.26,4.28,4.12,4.17,4013766
2022-12-09,RTNPOWER,4.18,4.21,4.07,4.1,2365849
2022-12-12,RTNPOWER,4.04,4.2,4.04,4.15,3846661
2022-12-13,RTNPOWER,4.16,4.24,4.12,4.14,2765737
2022-12-14,RTNPOWER,4.16,4.34,4.1,4.3,8271095
2022-12-15,RTNPOWER,4.3,4.34,4.17,4.19,3838065
2022-12-16,RTNPOWER,4.18,4.24,4.11,4.14,3128555
2022-12-19,RTNPOWER,4.15,4.31,4.12,4.25,3412295
2022-12-20,RTNPOWER,4.25,4.38,4.16,4.18,3655107
2022-12-21,RTNPOWER,4.19,4.24,4.0,4.03,5036956
2022-12-22,RTNPOWER,4.06,4.08,3.87,3.9,4291219
2022-12-23,RTNPOWER,3.84,3.95,3.71,3.87,9180300
2022-12-26,RTNPOWER,3.82,4.06,3.82,3.95,15335920
2022-12-27,RTNPOWER,4.0,4.01,3.84,3.93,5068240
2022-12-28,RTNPOWER,3.9,3.99,3.88,3.95,2043203
2022-12-29,RTNPOWER,3.91,3.99,3.88,3.96,1627720
2022-12-30,RTNPOWER,3.97,4.04,3.9,3.95,2780426
2023-01-02,RTNPOWER,3.95,4.08,3.95,4.04,2626488
2023-01-03,RTNPOWER,4.04,4.1,4.02,4.04,2164815
2023-01-04,RTNPOWER,4.05,4.07,3.95,3.97,2778774
2023-01-05,RTNPOWER,4.0,4.05,3.93,3.97,1324269
2023-01-06,RTNPOWER,3.98,4.02,3.85,3.93,2863924
2023-01-09,RTNPOWER,3.94,3.98,3.92,3.95,1201578
2023-01-10,RTNPOWER,3.93,3.97,3.8,3.86,3196101
2023-01-11,RTNPOWER,3.83,3.9,3.83,3.87,2229648
2023-01-12,RTNPOWER,3.88,3.92,3.81,3.86,2162199
2023-01-13,RTNPOWER,3.88,4.02,3.83,3.95,2165163
2023-01-16,RTNPOWER,3.94,4.05,3.9,3.98,5812478
2023-01-17,RTNPOWER,4.01,4.03,3.92,3.94,1462522
2023-01-18,RTNPOWER,3.92,3.97,3.88,3.9,1228964
2023-01-19,RTNPOWER,3.84,3.92,3.81,3.9,1917386
